demande_id,citoyen_id,type_demande,adresse_projet,code_postal,arrondissement,date_demande,date_decision,statut
702,2263,DECLARATION_PREALABLE,144 Rue de Lodi,13014,15e,2024-07-10,2024-10-26,REFUSEE
703,652,PERMIS_CONSTRUIRE,162 Rue d'Aubagne,13005,11e,2023-04-01,2023-05-23,INSTRUCTION
704,688,PERMIS_CONSTRUIRE,171 Rue de Rome,13003,11e,2024-03-30,2024-06-08,INSTRUCTION
705,1097,PERMIS_CONSTRUIRE,31 Rue Paradis,13008,12e,2025-08-05,2025-11-05,REFUSEE
706,1350,PERMIS_CONSTRUIRE,207 Rue Saint-Ferréol,13012,6e,2023-04-07,2023-07-21,INSTRUCTION
707,2337,PERMIS_CONSTRUIRE,96 Rue de la République,13009,11e,2023-01-26,2023-04-04,ENREGISTREE
708,2354,PERMIS_CONSTRUIRE,224 Rue de Rome,13007,2e,2024-10-12,2025-01-08,REFUSEE
709,1475,DECLARATION_PREALABLE,152 Boulevard National,13003,5e,2023-06-05,2023-08-18,REFUSEE
710,2739,AUTORISATION_TRAVAUX,140 Boulevard Baille,13002,6e,2025-01-10,2025-02-09,ENREGISTREE
711,79,PERMIS_CONSTRUIRE,22 Boulevard National,13001,16e,2025-10-25,2025-11-15,ACCEPTEE
712,1629,PERMIS_CONSTRUIRE,104 Rue de Lodi,13004,7e,2023-06-11,2023-08-29,ACCEPTEE
713,2062,AUTORISATION_TRAVAUX,245 Rue de la République,13007,5e,2023-10-29,2024-02-10,ACCEPTEE
714,517,DECLARATION_PREALABLE,125 Rue de Rome,13003,2e,2025-10-21,2025-12-24,ACCEPTEE
715,2723,PERMIS_CONSTRUIRE,86 Avenue du Prado,13013,7e,2023-07-27,2023-11-24,ACCEPTEE
716,1626,DECLARATION_PREALABLE,98 Rue de Lodi,13006,7e,2023-12-28,2024-04-09,ACCEPTEE
717,1030,DECLARATION_PREALABLE,219 Rue de Lodi,13003,3e,2024-03-01,2024-06-19,ACCEPTEE
718,1513,AUTORISATION_TRAVAUX,79 Boulevard Baille,13006,15e,2023-10-17,2023-11-10,INSTRUCTION
719,584,AUTORISATION_TRAVAUX,79 Rue de Rome,13007,12e,2025-10-27,2025-11-20,ENREGISTREE
720,372,DECLARATION_PREALABLE,121 Avenue du Prado,13004,9e,2025-06-05,2025-07-03,REFUSEE
721,1289,AUTORISATION_TRAVAUX,121 Rue Paradis,13016,6e,2023-08-02,2023-11-14,REFUSEE
722,1987,AUTORISATION_TRAVAUX,64 Boulevard National,13012,1e,2024-07-20,2024-08-27,REFUSEE
723,1181,DECLARATION_PREALABLE,98 Rue Saint-Ferréol,13002,4e,2025-09-08,2025-09-18,REFUSEE
724,1544,DECLARATION_PREALABLE,47 Boulevard Baille,13008,9e,2025-04-30,2025-07-22,REFUSEE
725,2440,PERMIS_CONSTRUIRE,85 Avenue du Prado,13009,7e,2023-02-23,2023-06-07,ENREGISTREE
726,2036,AUTORISATION_TRAVAUX,189 Rue d'Aubagne,13014,1e,2023-01-14,2023-02-19,ENREGISTREE
727,2572,DECLARATION_PREALABLE,32 Rue d'Aubagne,13014,4e,2023-03-16,2023-06-25,ACCEPTEE
728,2430,DECLARATION_PREALABLE,78 Rue de Lodi,13003,14e,2024-01-18,2024-04-21,ENREGISTREE
729,550,AUTORISATION_TRAVAUX,175 Rue de la République,13009,5e,2023-07-21,2023-10-30,ENREGISTREE
730,2146,PERMIS_CONSTRUIRE,26 Rue d'Aubagne,13010,7e,2024-03-21,2024-04-11,INSTRUCTION
731,2845,AUTORISATION_TRAVAUX,31 Rue Paradis,13005,15e,2024-08-10,2024-11-14,ENREGISTREE
732,2029,PERMIS_CONSTRUIRE,191 Rue de la République,13010,14e,2024-03-24,2024-05-12,REFUSEE
733,1423,PERMIS_CONSTRUIRE,68 Rue Paradis,13011,16e,2025-04-21,2025-06-17,ACCEPTEE
734,225,PERMIS_CONSTRUIRE,96 Rue de la République,13007,12e,2024-05-19,2024-06-30,INSTRUCTION
735,794,AUTORISATION_TRAVAUX,197 Rue de Lodi,13004,10e,2024-10-19,2024-11-25,REFUSEE
736,2248,PERMIS_CONSTRUIRE,118 Rue de Lodi,13012,3e,2024-12-06,2025-03-05,REFUSEE
737,2722,DECLARATION_PREALABLE,198 Rue d'Aubagne,13008,3e,2025-08-07,2025-10-28,ACCEPTEE
738,410,DECLARATION_PREALABLE,113 Rue Saint-Ferréol,13005,4e,2023-12-16,2024-03-06,REFUSEE
739,1659,DECLARATION_PREALABLE,246 Avenue du Prado,13014,4e,2025-04-23,2025-05-10,ENREGISTREE
740,2624,AUTORISATION_TRAVAUX,179 Rue Paradis,13002,13e,2024-04-27,2024-05-09,INSTRUCTION
741,203,DECLARATION_PREALABLE,135 Boulevard Baille,13003,1e,2023-10-11,2023-12-08,ENREGISTREE
742,2180,AUTORISATION_TRAVAUX,43 Rue d'Aubagne,13016,12e,2025-06-15,2025-06-26,REFUSEE
743,28,PERMIS_CONSTRUIRE,186 Boulevard Baille,13001,3e,2024-11-22,2024-12-12,ACCEPTEE
744,2359,DECLARATION_PREALABLE,97 Rue de Lodi,13013,2e,2023-10-18,2024-01-03,ACCEPTEE
745,1443,PERMIS_CONSTRUIRE,47 Rue de Rome,13006,6e,2025-10-27,2025-12-08,ACCEPTEE
746,2907,AUTORISATION_TRAVAUX,203 Avenue du Prado,13009,4e,2024-02-20,2024-06-03,ACCEPTEE
747,1649,DECLARATION_PREALABLE,148 Boulevard National,13001,10e,2023-08-12,2023-09-30,INSTRUCTION
748,1575,AUTORISATION_TRAVAUX,12 Rue Saint-Ferréol,13010,7e,2023-03-11,2023-04-14,INSTRUCTION
749,1797,DECLARATION_PREALABLE,54 Boulevard National,13001,7e,2024-08-21,2024-09-01,INSTRUCTION
750,102,AUTORISATION_TRAVAUX,64 Rue de la République,13002,10e,2023-04-12,2023-06-30,ACCEPTEE
751,1743,PERMIS_CONSTRUIRE,86 Rue de Rome,13009,9e,2024-09-06,2024-12-30,ACCEPTEE
752,829,PERMIS_CONSTRUIRE,159 Rue de la République,13012,12e,2023-06-18,2023-08-31,ACCEPTEE
753,1010,AUTORISATION_TRAVAUX,80 Rue de Lodi,13010,12e,2023-02-21,2023-05-01,INSTRUCTION
754,1950,AUTORISATION_TRAVAUX,71 Boulevard National,13003,14e,2025-06-14,2025-09-14,ACCEPTEE
755,413,PERMIS_CONSTRUIRE,27 Rue de Lodi,13009,2e,2025-09-01,2025-09-14,ACCEPTEE
756,711,PERMIS_CONSTRUIRE,92 Rue d'Aubagne,13005,12e,2023-06-04,2023-09-22,ENREGISTREE
757,43,PERMIS_CONSTRUIRE,190 Rue Paradis,13015,11e,2023-12-28,2024-03-24,ACCEPTEE
758,1320,DECLARATION_PREALABLE,135 Boulevard Baille,13015,11e,2024-04-15,2024-08-01,REFUSEE
759,648,PERMIS_CONSTRUIRE,190 Rue d'Aubagne,13003,6e,2025-08-07,2025-09-01,INSTRUCTION
760,1768,AUTORISATION_TRAVAUX,92 Rue de Rome,13010,4e,2025-05-17,2025-07-06,REFUSEE
761,1965,AUTORISATION_TRAVAUX,96 Rue Saint-Ferréol,13003,12e,2023-06-12,2023-09-07,ENREGISTREE
762,275,PERMIS_CONSTRUIRE,38 Boulevard Baille,13009,15e,2024-05-06,2024-07-16,ACCEPTEE
763,2194,PERMIS_CONSTRUIRE,123 Rue d'Aubagne,13013,4e,2023-03-06,2023-04-08,ACCEPTEE
764,1957,PERMIS_CONSTRUIRE,116 Rue Paradis,13011,13e,2024-10-26,2024-12-28,ENREGISTREE
765,2122,AUTORISATION_TRAVAUX,227 Rue de Rome,13006,5e,2024-03-12,2024-04-05,REFUSEE
766,2017,PERMIS_CONSTRUIRE,152 Boulevard Baille,13012,15e,2025-06-28,2025-08-16,REFUSEE
767,1307,AUTORISATION_TRAVAUX,154 Avenue du Prado,13013,4e,2025-10-05,2025-11-09,REFUSEE
768,325,AUTORISATION_TRAVAUX,57 Rue Paradis,13011,6e,2023-02-12,2023-05-01,REFUSEE
769,1697,AUTORISATION_TRAVAUX,213 Avenue du Prado,13015,9e,2025-07-07,2025-09-04,ACCEPTEE
770,719,DECLARATION_PREALABLE,154 Rue Saint-Ferréol,13004,5e,2024-05-30,2024-09-13,INSTRUCTION
771,604,AUTORISATION_TRAVAUX,3 Rue Paradis,13005,3e,2023-04-25,2023-07-29,REFUSEE
772,358,DECLARATION_PREALABLE,129 Avenue du Prado,13004,16e,2025-03-29,2025-05-11,ACCEPTEE
773,2728,PERMIS_CONSTRUIRE,127 Rue Saint-Ferréol,13007,1e,2025-05-13,2025-05-28,ENREGISTREE
774,1233,PERMIS_CONSTRUIRE,28 Avenue du Prado,13014,10e,2024-12-20,2025-01-11,REFUSEE
775,2585,AUTORISATION_TRAVAUX,159 Rue d'Aubagne,13005,5e,2024-07-13,2024-08-27,ENREGISTREE
776,1735,PERMIS_CONSTRUIRE,201 Boulevard Baille,13007,3e,2024-07-08,2024-08-20,ENREGISTREE
777,2909,PERMIS_CONSTRUIRE,234 Rue de la République,13008,16e,2025-06-28,2025-10-16,ENREGISTREE
778,662,DECLARATION_PREALABLE,90 Rue de la République,13002,15e,2024-11-04,2024-11-19,REFUSEE
779,2956,PERMIS_CONSTRUIRE,28 Boulevard Baille,13005,11e,2024-12-07,2025-01-28,ENREGISTREE
780,503,AUTORISATION_TRAVAUX,119 Boulevard Baille,13014,7e,2023-07-23,2023-10-26,INSTRUCTION
781,2850,DECLARATION_PREALABLE,242 Boulevard Baille,13001,13e,2025-01-20,2025-03-15,ENREGISTREE
782,2988,AUTORISATION_TRAVAUX,222 Rue de Lodi,13016,7e,2025-11-01,2025-12-05,REFUSEE
783,588,AUTORISATION_TRAVAUX,14 Boulevard Baille,13014,4e,2024-02-13,2024-06-12,REFUSEE
784,1952,AUTORISATION_TRAVAUX,244 Boulevard Baille,13011,6e,2024-01-24,2024-05-06,REFUSEE
785,2844,PERMIS_CONSTRUIRE,219 Rue de Lodi,13012,2e,2024-02-05,2024-05-14,ACCEPTEE
786,223,PERMIS_CONSTRUIRE,200 Rue de Lodi,13016,13e,2024-03-24,2024-07-07,ACCEPTEE
787,1864,DECLARATION_PREALABLE,181 Rue de Lodi,13007,7e,2024-03-29,2024-06-02,REFUSEE
788,1501,PERMIS_CONSTRUIRE,200 Rue Paradis,13006,1e,2024-10-11,2024-12-23,ENREGISTREE
789,37,AUTORISATION_TRAVAUX,12 Rue de Rome,13013,15e,2025-04-07,2025-05-17,REFUSEE
790,2548,AUTORISATION_TRAVAUX,187 Rue de Lodi,13006,11e,2024-12-11,2025-03-03,ENREGISTREE
791,2807,PERMIS_CONSTRUIRE,4 Rue Saint-Ferréol,13004,4e,2023-03-27,2023-06-18,INSTRUCTION
792,193,DECLARATION_PREALABLE,131 Rue Paradis,13001,4e,2025-04-11,2025-07-06,ACCEPTEE
793,1868,DECLARATION_PREALABLE,71 Rue de Lodi,13007,1e,2025-08-05,2025-11-11,ACCEPTEE
794,2176,AUTORISATION_TRAVAUX,80 Rue de Rome,13011,6e,2024-03-22,2024-05-01,REFUSEE
795,74,DECLARATION_PREALABLE,163 Boulevard Baille,13012,4e,2024-10-30,2025-01-10,ENREGISTREE
796,2918,AUTORISATION_TRAVAUX,224 Rue d'Aubagne,13015,5e,2023-11-13,2024-01-03,ENREGISTREE
797,1185,AUTORISATION_TRAVAUX,12 Boulevard Baille,13014,12e,2023-06-10,2023-09-18,INSTRUCTION
798,103,DECLARATION_PREALABLE,93 Rue Paradis,13003,11e,2025-08-08,2025-11-28,ENREGISTREE
799,780,PERMIS_CONSTRUIRE,225 Rue de la République,13002,9e,2025-04-03,2025-05-26,REFUSEE
800,1953,AUTORISATION_TRAVAUX,223 Rue d'Aubagne,13012,10e,2025-03-21,2025-04-01,INSTRUCTION
801,2694,PERMIS_CONSTRUIRE,220 Rue Paradis,13015,6e,2025-06-15,2025-08-12,INSTRUCTION
802,2373,DECLARATION_PREALABLE,241 Boulevard National,13010,8e,2024-01-04,2024-01-21,REFUSEE
803,2269,AUTORISATION_TRAVAUX,74 Rue d'Aubagne,13002,10e,2023-01-23,2023-04-11,REFUSEE
804,1895,PERMIS_CONSTRUIRE,117 Rue de Lodi,13011,4e,2023-12-25,2024-03-28,INSTRUCTION
805,365,PERMIS_CONSTRUIRE,150 Avenue du Prado,13009,3e,2025-04-10,2025-07-28,REFUSEE
806,1319,AUTORISATION_TRAVAUX,192 Rue d'Aubagne,13009,6e,2023-11-02,2023-11-17,ENREGISTREE
807,2627,AUTORISATION_TRAVAUX,68 Rue de Lodi,13004,13e,2025-05-23,2025-07-19,REFUSEE
808,1067,AUTORISATION_TRAVAUX,98 Rue Saint-Ferréol,13016,6e,2023-05-14,2023-07-09,ACCEPTEE
809,2089,DECLARATION_PREALABLE,35 Rue de Rome,13006,10e,2025-05-28,2025-07-05,REFUSEE
810,1445,AUTORISATION_TRAVAUX,195 Rue Saint-Ferréol,13015,9e,2025-10-12,2025-10-25,INSTRUCTION
811,1095,DECLARATION_PREALABLE,239 Boulevard Baille,13004,14e,2024-11-14,2025-01-23,ENREGISTREE
812,210,AUTORISATION_TRAVAUX,138 Rue Paradis,13004,3e,2024-04-13,2024-06-22,INSTRUCTION
813,764,PERMIS_CONSTRUIRE,232 Avenue du Prado,13016,11e,2024-12-04,2025-03-14,ENREGISTREE
814,927,DECLARATION_PREALABLE,142 Boulevard Baille,13016,13e,2025-06-25,2025-10-22,ACCEPTEE
815,376,DECLARATION_PREALABLE,3 Rue d'Aubagne,13002,14e,2024-03-18,2024-07-12,REFUSEE
816,1698,DECLARATION_PREALABLE,3 Rue d'Aubagne,13005,8e,2025-03-13,2025-05-21,ENREGISTREE
817,971,AUTORISATION_TRAVAUX,80 Rue de la République,13012,2e,2023-10-22,2023-12-06,ENREGISTREE
818,2216,DECLARATION_PREALABLE,212 Boulevard Baille,13008,13e,2025-05-25,2025-07-26,ENREGISTREE
819,1414,AUTORISATION_TRAVAUX,221 Boulevard Baille,13001,14e,2024-09-24,2024-10-28,INSTRUCTION
820,483,AUTORISATION_TRAVAUX,14 Rue de Rome,13004,4e,2025-04-03,2025-07-24,ENREGISTREE
821,2513,DECLARATION_PREALABLE,166 Rue de Lodi,13013,1e,2024-05-10,2024-08-14,INSTRUCTION
822,620,PERMIS_CONSTRUIRE,50 Rue de Lodi,13015,6e,2025-07-11,2025-07-22,INSTRUCTION
823,1035,AUTORISATION_TRAVAUX,202 Rue d'Aubagne,13002,1e,2024-07-31,2024-10-27,REFUSEE
824,189,PERMIS_CONSTRUIRE,9 Rue Paradis,13009,8e,2024-08-17,2024-09-27,INSTRUCTION
825,180,DECLARATION_PREALABLE,192 Rue Saint-Ferréol,13005,4e,2023-09-11,2024-01-02,INSTRUCTION
826,845,PERMIS_CONSTRUIRE,10 Rue Paradis,13001,13e,2023-05-18,2023-06-22,REFUSEE
827,1164,AUTORISATION_TRAVAUX,32 Rue Paradis,13007,13e,2024-09-15,2024-12-22,INSTRUCTION
828,664,PERMIS_CONSTRUIRE,130 Boulevard Baille,13011,16e,2023-06-29,2023-07-15,INSTRUCTION
829,1719,PERMIS_CONSTRUIRE,186 Rue Paradis,13003,5e,2025-03-25,2025-07-13,ACCEPTEE
830,2617,PERMIS_CONSTRUIRE,104 Boulevard Baille,13010,15e,2025-10-23,2026-01-06,ACCEPTEE
831,1623,PERMIS_CONSTRUIRE,248 Boulevard Baille,13015,10e,2023-07-02,2023-10-30,REFUSEE
832,178,DECLARATION_PREALABLE,111 Rue Paradis,13011,12e,2024-06-13,2024-06-26,ENREGISTREE
833,465,DECLARATION_PREALABLE,210 Rue Paradis,13005,3e,2024-07-25,2024-11-22,ENREGISTREE
834,356,AUTORISATION_TRAVAUX,32 Rue de Rome,13007,4e,2024-03-20,2024-04-20,INSTRUCTION
835,483,DECLARATION_PREALABLE,55 Rue de la République,13014,4e,2023-01-05,2023-02-18,INSTRUCTION
836,651,PERMIS_CONSTRUIRE,191 Avenue du Prado,13006,2e,2023-06-11,2023-08-27,REFUSEE
837,934,DECLARATION_PREALABLE,75 Rue de Lodi,13013,5e,2025-02-06,2025-04-14,ACCEPTEE
838,69,PERMIS_CONSTRUIRE,178 Boulevard National,13004,16e,2023-09-13,2023-12-21,INSTRUCTION
839,1471,DECLARATION_PREALABLE,39 Rue de Rome,13006,12e,2023-05-17,2023-09-09,ACCEPTEE
840,79,AUTORISATION_TRAVAUX,62 Boulevard National,13014,7e,2023-03-30,2023-05-15,ACCEPTEE
841,418,DECLARATION_PREALABLE,68 Rue de Rome,13016,14e,2025-07-19,2025-09-22,ACCEPTEE
842,1861,AUTORISATION_TRAVAUX,154 Rue de la République,13013,5e,2025-02-03,2025-03-22,ACCEPTEE
843,2461,PERMIS_CONSTRUIRE,190 Rue de la République,13003,10e,2023-11-24,2023-12-23,ENREGISTREE
844,300,AUTORISATION_TRAVAUX,6 Rue d'Aubagne,13002,5e,2024-04-26,2024-05-21,ACCEPTEE
845,1592,PERMIS_CONSTRUIRE,58 Rue Saint-Ferréol,13009,11e,2024-06-21,2024-10-09,ACCEPTEE
846,74,AUTORISATION_TRAVAUX,35 Rue de Lodi,13007,4e,2024-09-22,2024-10-12,REFUSEE
847,1061,DECLARATION_PREALABLE,161 Avenue du Prado,13013,6e,2025-02-05,2025-02-18,ACCEPTEE
848,261,PERMIS_CONSTRUIRE,38 Rue d'Aubagne,13016,10e,2023-07-14,2023-11-07,ACCEPTEE
849,6,PERMIS_CONSTRUIRE,43 Avenue du Prado,13004,2e,2023-08-10,2023-09-04,INSTRUCTION
850,2818,PERMIS_CONSTRUIRE,93 Boulevard Baille,13002,1e,2023-01-29,2023-02-22,REFUSEE
851,1419,DECLARATION_PREALABLE,182 Rue de Rome,13011,9e,2025-02-15,2025-03-22,ACCEPTEE
852,1131,DECLARATION_PREALABLE,132 Rue d'Aubagne,13004,6e,2025-09-09,2025-12-10,REFUSEE
853,1914,PERMIS_CONSTRUIRE,123 Avenue du Prado,13002,14e,2025-07-09,2025-09-21,ACCEPTEE
854,813,DECLARATION_PREALABLE,106 Rue de Rome,13007,13e,2023-06-02,2023-08-18,ACCEPTEE
855,1652,PERMIS_CONSTRUIRE,47 Rue de la République,13016,14e,2024-02-28,2024-05-07,ACCEPTEE
856,1308,DECLARATION_PREALABLE,192 Boulevard Baille,13001,16e,2023-12-30,2024-04-03,REFUSEE
857,1296,AUTORISATION_TRAVAUX,245 Rue d'Aubagne,13009,13e,2025-08-14,2025-10-14,ENREGISTREE
858,994,DECLARATION_PREALABLE,9 Rue de Rome,13006,5e,2024-09-15,2024-09-28,ENREGISTREE
859,561,PERMIS_CONSTRUIRE,20 Rue Paradis,13014,2e,2023-04-30,2023-08-08,REFUSEE
860,2078,AUTORISATION_TRAVAUX,61 Rue de Rome,13012,2e,2023-11-10,2023-12-28,ENREGISTREE
861,2341,AUTORISATION_TRAVAUX,77 Rue de la République,13016,5e,2023-04-30,2023-07-11,REFUSEE
862,2939,AUTORISATION_TRAVAUX,93 Rue de la République,13006,12e,2023-04-23,2023-06-23,ENREGISTREE
863,2460,DECLARATION_PREALABLE,73 Rue Saint-Ferréol,13016,5e,2025-03-27,2025-04-13,INSTRUCTION
864,2864,DECLARATION_PREALABLE,194 Rue de Lodi,13004,15e,2024-06-13,2024-08-08,INSTRUCTION
865,2315,PERMIS_CONSTRUIRE,177 Rue de Lodi,13012,3e,2024-08-01,2024-09-07,REFUSEE
866,1136,PERMIS_CONSTRUIRE,225 Boulevard National,13015,5e,2023-08-08,2023-09-05,REFUSEE
867,1078,DECLARATION_PREALABLE,134 Rue d'Aubagne,13010,15e,2025-02-10,2025-06-10,INSTRUCTION
868,2497,DECLARATION_PREALABLE,200 Boulevard Baille,13009,16e,2024-09-13,2024-10-23,INSTRUCTION
869,1889,AUTORISATION_TRAVAUX,110 Rue Paradis,13003,1e,2023-08-16,2023-09-23,ACCEPTEE
870,871,DECLARATION_PREALABLE,244 Rue de Lodi,13006,9e,2024-12-18,2025-03-17,INSTRUCTION
871,1655,AUTORISATION_TRAVAUX,166 Rue de Lodi,13014,9e,2025-05-13,2025-06-23,INSTRUCTION
872,2387,DECLARATION_PREALABLE,189 Avenue du Prado,13007,4e,2023-05-10,2023-08-05,ENREGISTREE
873,1022,DECLARATION_PREALABLE,143 Rue de Rome,13003,14e,2025-04-20,2025-07-18,ENREGISTREE
874,2065,DECLARATION_PREALABLE,117 Rue de la République,13016,3e,2023-04-07,2023-06-03,ACCEPTEE
875,1472,DECLARATION_PREALABLE,16 Rue d'Aubagne,13009,7e,2024-08-21,2024-10-24,REFUSEE
876,2511,PERMIS_CONSTRUIRE,143 Rue Paradis,13013,8e,2024-06-01,2024-09-28,REFUSEE
877,615,DECLARATION_PREALABLE,178 Rue Saint-Ferréol,13006,5e,2025-03-04,2025-06-29,ENREGISTREE
878,444,AUTORISATION_TRAVAUX,225 Rue Saint-Ferréol,13014,3e,2025-10-30,2026-01-17,INSTRUCTION
879,2802,PERMIS_CONSTRUIRE,24 Rue d'Aubagne,13009,4e,2023-02-19,2023-05-21,ACCEPTEE
880,810,PERMIS_CONSTRUIRE,200 Boulevard Baille,13014,1e,2025-10-29,2025-11-30,INSTRUCTION
881,1708,AUTORISATION_TRAVAUX,127 Rue de Rome,13016,1e,2023-02-19,2023-05-31,ENREGISTREE
882,2263,PERMIS_CONSTRUIRE,245 Rue Saint-Ferréol,13008,14e,2023-03-11,2023-05-06,INSTRUCTION
883,1231,AUTORISATION_TRAVAUX,173 Rue Paradis,13007,12e,2023-04-08,2023-04-18,INSTRUCTION
884,2056,PERMIS_CONSTRUIRE,24 Boulevard National,13014,6e,2024-11-17,2024-12-04,ENREGISTREE
885,942,PERMIS_CONSTRUIRE,25 Boulevard National,13011,16e,2024-02-08,2024-05-28,REFUSEE
886,2462,PERMIS_CONSTRUIRE,178 Rue d'Aubagne,13002,15e,2023-07-15,2023-11-03,ACCEPTEE
887,2975,AUTORISATION_TRAVAUX,237 Rue de Rome,13005,6e,2024-03-03,2024-05-12,ENREGISTREE
888,852,AUTORISATION_TRAVAUX,7 Boulevard National,13002,1e,2025-09-25,2026-01-22,ENREGISTREE
889,484,DECLARATION_PREALABLE,156 Boulevard National,13011,4e,2024-10-30,2025-01-08,ENREGISTREE
890,2928,PERMIS_CONSTRUIRE,120 Boulevard Baille,13004,9e,2023-01-17,2023-05-14,INSTRUCTION
891,2499,DECLARATION_PREALABLE,169 Rue de Lodi,13014,1e,2025-03-09,2025-04-02,INSTRUCTION
892,898,DECLARATION_PREALABLE,191 Boulevard National,13011,6e,2023-05-10,2023-07-06,ENREGISTREE
893,2672,PERMIS_CONSTRUIRE,113 Rue d'Aubagne,13004,7e,2025-03-10,2025-06-10,REFUSEE
894,272,AUTORISATION_TRAVAUX,212 Rue de Rome,13009,11e,2023-05-29,2023-07-12,ENREGISTREE
895,909,PERMIS_CONSTRUIRE,112 Rue Paradis,13007,13e,2025-10-27,2026-01-26,INSTRUCTION
896,2425,AUTORISATION_TRAVAUX,98 Rue Paradis,13001,9e,2024-06-27,2024-07-15,ACCEPTEE
897,1525,AUTORISATION_TRAVAUX,97 Rue Paradis,13016,2e,2023-12-09,2024-02-20,ENREGISTREE
898,653,DECLARATION_PREALABLE,64 Rue de Rome,13004,12e,2023-11-23,2024-03-11,REFUSEE
899,1743,PERMIS_CONSTRUIRE,244 Rue de Rome,13009,16e,2024-08-22,2024-09-11,INSTRUCTION
900,1794,DECLARATION_PREALABLE,2 Boulevard National,13001,7e,2025-05-13,2025-09-01,INSTRUCTION
901,1588,PERMIS_CONSTRUIRE,44 Rue Paradis,13002,3e,2025-09-25,2025-11-20,ENREGISTREE
902,507,PERMIS_CONSTRUIRE,136 Rue de la République,13015,15e,2023-11-26,2023-12-25,ENREGISTREE
903,591,PERMIS_CONSTRUIRE,121 Rue Saint-Ferréol,13009,5e,2024-12-03,2025-01-04,ACCEPTEE
904,603,DECLARATION_PREALABLE,114 Rue Paradis,13001,9e,2023-08-16,2023-11-16,ENREGISTREE
905,725,PERMIS_CONSTRUIRE,178 Rue de Lodi,13013,4e,2025-08-18,2025-11-28,REFUSEE
906,2987,AUTORISATION_TRAVAUX,225 Rue Saint-Ferréol,13016,3e,2025-05-09,2025-06-14,ACCEPTEE
907,1750,AUTORISATION_TRAVAUX,107 Rue Saint-Ferréol,13003,11e,2024-08-17,2024-09-12,INSTRUCTION
908,2116,AUTORISATION_TRAVAUX,87 Avenue du Prado,13010,4e,2023-12-10,2024-03-24,INSTRUCTION
909,1890,DECLARATION_PREALABLE,98 Boulevard National,13015,4e,2023-06-13,2023-10-05,ACCEPTEE
910,2205,DECLARATION_PREALABLE,171 Rue de la République,13003,7e,2024-02-07,2024-04-01,ENREGISTREE
911,1641,DECLARATION_PREALABLE,129 Rue Saint-Ferréol,13009,6e,2024-01-31,2024-04-28,ENREGISTREE
912,826,AUTORISATION_TRAVAUX,93 Rue Saint-Ferréol,13015,16e,2025-09-20,2025-11-07,INSTRUCTION
913,1906,AUTORISATION_TRAVAUX,219 Rue d'Aubagne,13008,2e,2025-09-06,2025-10-26,REFUSEE
914,1112,PERMIS_CONSTRUIRE,108 Rue Saint-Ferréol,13007,9e,2024-09-07,2024-12-10,INSTRUCTION
915,1586,AUTORISATION_TRAVAUX,22 Rue de la République,13011,3e,2024-02-02,2024-02-22,ENREGISTREE
916,420,DECLARATION_PREALABLE,185 Boulevard National,13004,13e,2024-04-28,2024-05-17,ACCEPTEE
917,1409,DECLARATION_PREALABLE,31 Boulevard Baille,13007,10e,2023-12-06,2024-03-27,REFUSEE
918,1121,PERMIS_CONSTRUIRE,139 Boulevard Baille,13004,14e,2024-11-12,2025-03-10,REFUSEE
919,89,DECLARATION_PREALABLE,2 Rue d'Aubagne,13009,3e,2025-01-10,2025-03-20,INSTRUCTION
920,921,AUTORISATION_TRAVAUX,168 Boulevard National,13010,6e,2025-06-23,2025-10-06,INSTRUCTION
921,2336,AUTORISATION_TRAVAUX,249 Rue Paradis,13001,10e,2023-11-03,2023-11-17,REFUSEE
922,2886,PERMIS_CONSTRUIRE,4 Rue Paradis,13004,9e,2023-11-11,2023-11-25,REFUSEE
923,1421,PERMIS_CONSTRUIRE,199 Rue de la République,13008,3e,2024-10-26,2024-12-17,REFUSEE
924,219,AUTORISATION_TRAVAUX,62 Rue de Rome,13010,10e,2024-12-19,2025-03-23,ENREGISTREE
925,2897,DECLARATION_PREALABLE,81 Rue de Rome,13008,12e,2023-06-02,2023-08-10,ACCEPTEE
926,78,PERMIS_CONSTRUIRE,74 Boulevard National,13014,3e,2025-02-16,2025-04-02,REFUSEE
927,866,AUTORISATION_TRAVAUX,69 Rue Paradis,13005,10e,2024-01-07,2024-03-26,INSTRUCTION
928,1468,PERMIS_CONSTRUIRE,191 Rue de la République,13001,1e,2024-09-10,2024-10-17,REFUSEE
929,2822,DECLARATION_PREALABLE,21 Rue de Lodi,13011,16e,2025-03-24,2025-04-23,ENREGISTREE
930,1748,DECLARATION_PREALABLE,123 Avenue du Prado,13012,1e,2024-07-14,2024-09-15,INSTRUCTION
931,1623,AUTORISATION_TRAVAUX,33 Boulevard Baille,13006,11e,2024-10-29,2025-02-18,INSTRUCTION
932,267,AUTORISATION_TRAVAUX,206 Boulevard National,13001,2e,2025-08-18,2025-10-27,REFUSEE
933,876,PERMIS_CONSTRUIRE,42 Rue de la République,13009,6e,2025-02-17,2025-06-14,ACCEPTEE
934,1868,PERMIS_CONSTRUIRE,115 Boulevard National,13013,9e,2025-04-19,2025-06-19,INSTRUCTION
935,1467,PERMIS_CONSTRUIRE,183 Boulevard Baille,13003,2e,2023-10-26,2023-11-05,ACCEPTEE
