demande_id,citoyen_id,type_demande,date_demande,date_traitement,statut,mode_retrait
2279,731,ACTE_NAISSANCE,2025-07-04,2025-07-13,EN_COURS,GUICHET
2280,1421,ACTE_MARIAGE,2024-05-15,2024-06-02,EN_COURS,EN_LIGNE
2281,544,ACTE_DECES,2023-06-18,2023-06-30,ENREGISTREE,EN_LIGNE
2282,2947,LIVRET_FAMILLE,2023-10-22,2023-11-01,REFUSEE,COURRIER
2283,117,LIVRET_FAMILLE,2024-03-24,2024-04-10,TERMINEE,COURRIER
2284,2650,ACTE_NAISSANCE,2023-01-13,2023-01-15,ENREGISTREE,GUICHET
2285,479,ACTE_NAISSANCE,2024-02-22,2024-03-02,TERMINEE,COURRIER
2286,1276,ACTE_NAISSANCE,2023-07-09,2023-07-20,EN_COURS,COURRIER
2287,2159,ACTE_MARIAGE,2024-10-03,2024-10-14,REFUSEE,EN_LIGNE
2288,1835,ACTE_NAISSANCE,2023-12-10,2023-12-27,ENREGISTREE,GUICHET
2289,2898,ACTE_NAISSANCE,2025-01-23,2025-01-23,TERMINEE,COURRIER
2290,2090,ACTE_DECES,2025-02-09,2025-02-19,TERMINEE,EN_LIGNE
2291,2122,ACTE_NAISSANCE,2024-05-11,2024-05-23,REFUSEE,COURRIER
2292,2183,ACTE_NAISSANCE,2023-04-16,2023-05-06,REFUSEE,COURRIER
2293,1127,ACTE_DECES,2025-02-01,2025-02-05,ENREGISTREE,COURRIER
2294,555,ACTE_NAISSANCE,2024-11-04,2024-11-16,EN_COURS,COURRIER
2295,2751,ACTE_DECES,2024-06-19,2024-06-27,TERMINEE,EN_LIGNE
2296,1788,ACTE_DECES,2025-09-20,2025-09-30,REFUSEE,COURRIER
2297,1560,ACTE_NAISSANCE,2024-08-12,2024-08-17,EN_COURS,GUICHET
2298,435,ACTE_NAISSANCE,2025-02-26,2025-03-13,REFUSEE,GUICHET
2299,1296,ACTE_DECES,2024-05-22,2024-05-24,ENREGISTREE,EN_LIGNE
2300,430,ACTE_MARIAGE,2024-01-29,2024-02-15,EN_COURS,COURRIER
2301,880,LIVRET_FAMILLE,2024-08-19,2024-08-29,ENREGISTREE,EN_LIGNE
2302,479,LIVRET_FAMILLE,2024-10-28,2024-11-13,ENREGISTREE,GUICHET
2303,1766,ACTE_NAISSANCE,2023-04-08,2023-04-27,TERMINEE,GUICHET
2304,1683,ACTE_NAISSANCE,2024-04-07,2024-04-13,ENREGISTREE,EN_LIGNE
2305,971,ACTE_DECES,2025-02-23,2025-03-15,EN_COURS,COURRIER
2306,777,ACTE_DECES,2023-01-28,2023-02-05,REFUSEE,COURRIER
2307,2761,ACTE_NAISSANCE,2025-02-05,2025-02-20,REFUSEE,COURRIER
2308,2775,ACTE_NAISSANCE,2023-11-25,2023-12-02,EN_COURS,COURRIER
2309,1389,LIVRET_FAMILLE,2023-06-28,2023-07-01,TERMINEE,EN_LIGNE
2310,911,ACTE_MARIAGE,2025-09-08,2025-09-19,ENREGISTREE,COURRIER
2311,927,LIVRET_FAMILLE,2024-03-14,2024-04-02,REFUSEE,GUICHET
2312,1184,LIVRET_FAMILLE,2023-11-10,2023-11-26,TERMINEE,GUICHET
2313,810,ACTE_NAISSANCE,2023-09-22,2023-10-06,EN_COURS,COURRIER
2314,1113,ACTE_NAISSANCE,2024-10-04,2024-10-11,ENREGISTREE,EN_LIGNE
2315,700,LIVRET_FAMILLE,2024-11-26,2024-11-30,REFUSEE,GUICHET
2316,1360,ACTE_NAISSANCE,2024-04-28,2024-05-04,ENREGISTREE,COURRIER
2317,406,LIVRET_FAMILLE,2024-02-07,2024-02-24,ENREGISTREE,GUICHET
2318,2003,ACTE_MARIAGE,2023-11-08,2023-11-10,ENREGISTREE,EN_LIGNE
2319,2953,ACTE_MARIAGE,2023-12-21,2023-12-28,ENREGISTREE,COURRIER
2320,272,ACTE_NAISSANCE,2024-01-20,2024-02-03,TERMINEE,GUICHET
2321,629,ACTE_DECES,2025-06-10,2025-06-23,TERMINEE,GUICHET
2322,2870,ACTE_NAISSANCE,2024-05-20,2024-06-03,EN_COURS,COURRIER
2323,1725,ACTE_NAISSANCE,2023-01-14,2023-01-30,EN_COURS,GUICHET
2324,2345,LIVRET_FAMILLE,2023-01-04,2023-01-24,ENREGISTREE,GUICHET
2325,1134,ACTE_MARIAGE,2023-08-24,2023-08-30,ENREGISTREE,GUICHET
2326,2081,ACTE_NAISSANCE,2023-12-21,2024-01-06,REFUSEE,EN_LIGNE
2327,463,ACTE_NAISSANCE,2023-05-05,2023-05-15,EN_COURS,GUICHET
2328,169,LIVRET_FAMILLE,2023-07-21,2023-07-25,REFUSEE,COURRIER
2329,2782,LIVRET_FAMILLE,2023-07-14,2023-07-19,TERMINEE,GUICHET
2330,2255,LIVRET_FAMILLE,2024-07-11,2024-07-20,TERMINEE,EN_LIGNE
2331,2095,ACTE_MARIAGE,2024-04-08,2024-04-14,TERMINEE,COURRIER
2332,2295,LIVRET_FAMILLE,2024-02-11,2024-02-17,ENREGISTREE,GUICHET
2333,1826,ACTE_MARIAGE,2025-08-13,2025-08-19,TERMINEE,GUICHET
2334,1112,LIVRET_FAMILLE,2024-07-22,2024-07-31,ENREGISTREE,COURRIER
2335,791,ACTE_NAISSANCE,2024-12-26,2025-01-15,TERMINEE,EN_LIGNE
2336,332,ACTE_MARIAGE,2023-08-23,2023-09-01,EN_COURS,EN_LIGNE
2337,869,ACTE_DECES,2024-06-04,2024-06-06,ENREGISTREE,EN_LIGNE
2338,1689,ACTE_NAISSANCE,2023-09-01,2023-09-02,EN_COURS,COURRIER
2339,1579,LIVRET_FAMILLE,2025-05-24,2025-05-27,EN_COURS,COURRIER
2340,1437,LIVRET_FAMILLE,2023-08-04,2023-08-04,EN_COURS,COURRIER
2341,399,LIVRET_FAMILLE,2025-07-15,2025-08-03,ENREGISTREE,GUICHET
2342,729,ACTE_NAISSANCE,2025-10-02,2025-10-20,REFUSEE,GUICHET
2343,2792,ACTE_DECES,2023-06-25,2023-07-01,ENREGISTREE,GUICHET
2344,1530,ACTE_DECES,2024-10-10,2024-10-24,TERMINEE,GUICHET
2345,1128,ACTE_NAISSANCE,2025-02-10,2025-02-24,ENREGISTREE,GUICHET
2346,678,ACTE_NAISSANCE,2024-12-27,2025-01-09,EN_COURS,EN_LIGNE
2347,1753,ACTE_MARIAGE,2025-07-21,2025-08-01,TERMINEE,EN_LIGNE
2348,2557,ACTE_MARIAGE,2023-04-30,2023-05-01,REFUSEE,EN_LIGNE
2349,1172,LIVRET_FAMILLE,2023-06-06,2023-06-10,REFUSEE,EN_LIGNE
2350,1,ACTE_DECES,2024-02-29,2024-03-12,TERMINEE,COURRIER
2351,412,LIVRET_FAMILLE,2025-09-02,2025-09-10,TERMINEE,EN_LIGNE
2352,1149,ACTE_NAISSANCE,2023-09-09,2023-09-21,ENREGISTREE,GUICHET
2353,168,LIVRET_FAMILLE,2024-10-11,2024-10-30,ENREGISTREE,COURRIER
2354,117,ACTE_NAISSANCE,2023-02-17,2023-02-21,EN_COURS,EN_LIGNE
2355,1802,ACTE_NAISSANCE,2023-11-04,2023-11-17,EN_COURS,COURRIER
2356,585,ACTE_MARIAGE,2025-01-15,2025-01-19,ENREGISTREE,GUICHET
2357,897,ACTE_DECES,2023-04-19,2023-04-29,TERMINEE,COURRIER
2358,897,ACTE_NAISSANCE,2025-03-07,2025-03-23,REFUSEE,COURRIER
2359,620,ACTE_NAISSANCE,2024-12-25,2024-12-28,EN_COURS,COURRIER
2360,2717,ACTE_MARIAGE,2023-10-05,2023-10-07,EN_COURS,COURRIER
2361,93,ACTE_NAISSANCE,2024-09-26,2024-10-08,ENREGISTREE,COURRIER
2362,2533,LIVRET_FAMILLE,2024-05-12,2024-05-14,TERMINEE,GUICHET
2363,2357,LIVRET_FAMILLE,2023-07-26,2023-07-28,REFUSEE,COURRIER
2364,1711,LIVRET_FAMILLE,2023-09-24,2023-10-02,TERMINEE,EN_LIGNE
2365,1578,LIVRET_FAMILLE,2024-07-30,2024-08-09,ENREGISTREE,COURRIER
2366,1662,ACTE_NAISSANCE,2025-01-03,2025-01-16,ENREGISTREE,EN_LIGNE
2367,2566,LIVRET_FAMILLE,2023-05-27,2023-06-05,REFUSEE,COURRIER
2368,2038,LIVRET_FAMILLE,2023-07-11,2023-07-25,REFUSEE,GUICHET
2369,1208,ACTE_DECES,2025-01-01,2025-01-16,EN_COURS,GUICHET
2370,2277,LIVRET_FAMILLE,2023-12-11,2023-12-22,ENREGISTREE,COURRIER
2371,1961,LIVRET_FAMILLE,2024-02-04,2024-02-06,ENREGISTREE,GUICHET
2372,2446,ACTE_MARIAGE,2024-03-22,2024-04-07,EN_COURS,GUICHET
2373,73,ACTE_MARIAGE,2025-02-01,2025-02-13,EN_COURS,GUICHET
2374,866,ACTE_NAISSANCE,2025-02-17,2025-02-22,REFUSEE,COURRIER
2375,524,ACTE_NAISSANCE,2023-01-30,2023-02-13,EN_COURS,GUICHET
2376,1847,ACTE_DECES,2023-12-21,2023-12-30,TERMINEE,COURRIER
2377,1306,LIVRET_FAMILLE,2024-09-04,2024-09-04,REFUSEE,EN_LIGNE
2378,2341,ACTE_DECES,2023-04-27,2023-05-01,REFUSEE,EN_LIGNE
2379,899,ACTE_NAISSANCE,2024-11-19,2024-12-08,REFUSEE,GUICHET
2380,953,LIVRET_FAMILLE,2024-01-28,2024-02-06,REFUSEE,COURRIER
2381,671,ACTE_DECES,2025-04-03,2025-04-11,EN_COURS,EN_LIGNE
2382,1864,ACTE_MARIAGE,2023-12-16,2023-12-19,EN_COURS,COURRIER
2383,1130,ACTE_NAISSANCE,2023-01-13,2023-01-23,ENREGISTREE,COURRIER
2384,2518,ACTE_DECES,2025-05-01,2025-05-07,TERMINEE,COURRIER
2385,1220,ACTE_DECES,2024-02-06,2024-02-26,TERMINEE,COURRIER
2386,963,ACTE_DECES,2023-11-23,2023-11-24,EN_COURS,EN_LIGNE
2387,2592,ACTE_MARIAGE,2023-01-13,2023-01-26,ENREGISTREE,COURRIER
2388,1561,ACTE_MARIAGE,2025-03-29,2025-04-16,EN_COURS,EN_LIGNE
2389,1127,ACTE_MARIAGE,2024-08-26,2024-08-28,EN_COURS,COURRIER
2390,8,ACTE_DECES,2024-07-07,2024-07-14,TERMINEE,COURRIER
2391,1693,ACTE_MARIAGE,2023-11-28,2023-12-16,ENREGISTREE,COURRIER
2392,2246,ACTE_DECES,2023-03-29,2023-03-30,ENREGISTREE,EN_LIGNE
2393,2459,LIVRET_FAMILLE,2025-03-11,2025-03-25,TERMINEE,COURRIER
2394,212,ACTE_DECES,2023-03-18,2023-03-21,REFUSEE,EN_LIGNE
2395,340,ACTE_NAISSANCE,2023-08-27,2023-09-16,ENREGISTREE,EN_LIGNE
2396,2000,ACTE_MARIAGE,2023-11-10,2023-11-26,TERMINEE,GUICHET
2397,1216,LIVRET_FAMILLE,2025-04-22,2025-05-08,TERMINEE,GUICHET
2398,1556,LIVRET_FAMILLE,2024-10-03,2024-10-23,REFUSEE,COURRIER
2399,1147,ACTE_DECES,2025-08-14,2025-09-01,TERMINEE,GUICHET
2400,1223,ACTE_MARIAGE,2025-10-09,2025-10-10,REFUSEE,GUICHET
2401,1728,ACTE_DECES,2024-09-01,2024-09-04,ENREGISTREE,GUICHET
2402,499,ACTE_MARIAGE,2023-04-05,2023-04-25,TERMINEE,COURRIER
2403,2887,ACTE_MARIAGE,2023-10-18,2023-10-19,EN_COURS,EN_LIGNE
2404,2215,LIVRET_FAMILLE,2025-06-05,2025-06-11,TERMINEE,COURRIER
2405,2395,ACTE_NAISSANCE,2024-09-21,2024-09-24,EN_COURS,COURRIER
2406,994,ACTE_NAISSANCE,2025-10-28,2025-11-06,TERMINEE,EN_LIGNE
2407,2978,ACTE_NAISSANCE,2024-08-07,2024-08-20,TERMINEE,COURRIER
2408,1212,ACTE_NAISSANCE,2023-12-05,2023-12-10,REFUSEE,GUICHET
2409,2033,ACTE_MARIAGE,2023-08-05,2023-08-19,TERMINEE,COURRIER
2410,1258,ACTE_MARIAGE,2025-10-10,2025-10-19,EN_COURS,COURRIER
2411,2450,LIVRET_FAMILLE,2025-01-15,2025-01-19,EN_COURS,EN_LIGNE
2412,1859,ACTE_MARIAGE,2023-01-18,2023-02-04,REFUSEE,COURRIER
2413,1392,ACTE_MARIAGE,2024-06-05,2024-06-12,ENREGISTREE,COURRIER
2414,1460,LIVRET_FAMILLE,2023-03-29,2023-04-17,ENREGISTREE,EN_LIGNE
2415,2754,ACTE_DECES,2023-08-05,2023-08-24,EN_COURS,EN_LIGNE
2416,2105,ACTE_NAISSANCE,2023-01-14,2023-01-26,ENREGISTREE,GUICHET
2417,1101,ACTE_NAISSANCE,2024-12-09,2024-12-16,TERMINEE,COURRIER
2418,2423,ACTE_NAISSANCE,2023-05-19,2023-06-06,REFUSEE,EN_LIGNE
2419,2323,LIVRET_FAMILLE,2024-07-08,2024-07-19,EN_COURS,COURRIER
2420,2996,LIVRET_FAMILLE,2023-07-15,2023-08-02,REFUSEE,EN_LIGNE
2421,1075,ACTE_MARIAGE,2024-04-14,2024-04-23,EN_COURS,GUICHET
2422,291,ACTE_NAISSANCE,2025-10-31,2025-11-20,TERMINEE,EN_LIGNE
2423,421,ACTE_DECES,2025-03-29,2025-03-29,EN_COURS,COURRIER
2424,2401,ACTE_DECES,2025-10-24,2025-10-25,EN_COURS,EN_LIGNE
2425,584,ACTE_NAISSANCE,2024-09-11,2024-09-25,EN_COURS,EN_LIGNE
2426,1835,ACTE_DECES,2024-04-05,2024-04-24,TERMINEE,COURRIER
2427,2826,ACTE_DECES,2025-03-10,2025-03-13,EN_COURS,EN_LIGNE
2428,498,ACTE_DECES,2023-06-13,2023-06-14,REFUSEE,COURRIER
2429,2603,LIVRET_FAMILLE,2023-04-14,2023-05-01,REFUSEE,GUICHET
2430,2363,ACTE_DECES,2024-09-08,2024-09-23,EN_COURS,COURRIER
2431,794,ACTE_DECES,2023-11-20,2023-11-23,EN_COURS,EN_LIGNE
2432,1789,ACTE_NAISSANCE,2025-06-18,2025-07-08,TERMINEE,GUICHET
2433,1338,ACTE_NAISSANCE,2025-07-31,2025-08-20,TERMINEE,COURRIER
2434,1643,ACTE_MARIAGE,2023-03-07,2023-03-27,REFUSEE,COURRIER
2435,2338,ACTE_DECES,2024-03-26,2024-04-11,TERMINEE,COURRIER
2436,112,ACTE_DECES,2024-06-24,2024-07-14,ENREGISTREE,EN_LIGNE
2437,1406,ACTE_DECES,2023-05-30,2023-06-08,TERMINEE,GUICHET
2438,2139,ACTE_DECES,2024-03-08,2024-03-08,TERMINEE,EN_LIGNE
2439,67,LIVRET_FAMILLE,2024-01-29,2024-02-04,TERMINEE,COURRIER
2440,734,ACTE_DECES,2024-09-24,2024-10-13,EN_COURS,EN_LIGNE
2441,2787,ACTE_DECES,2025-08-19,2025-09-02,REFUSEE,EN_LIGNE
2442,466,ACTE_MARIAGE,2025-04-10,2025-04-11,EN_COURS,GUICHET
2443,565,ACTE_MARIAGE,2023-12-08,2023-12-20,EN_COURS,GUICHET
2444,1647,LIVRET_FAMILLE,2025-08-28,2025-08-30,REFUSEE,GUICHET
2445,2940,LIVRET_FAMILLE,2024-04-10,2024-04-17,ENREGISTREE,GUICHET
2446,2706,ACTE_MARIAGE,2023-08-25,2023-09-07,EN_COURS,EN_LIGNE
2447,1243,ACTE_DECES,2023-12-15,2023-12-28,REFUSEE,COURRIER
2448,2775,LIVRET_FAMILLE,2025-06-06,2025-06-06,ENREGISTREE,EN_LIGNE
2449,1225,ACTE_NAISSANCE,2024-01-20,2024-01-26,REFUSEE,EN_LIGNE
2450,1619,LIVRET_FAMILLE,2025-02-28,2025-03-04,REFUSEE,COURRIER
2451,2080,ACTE_DECES,2024-11-06,2024-11-22,EN_COURS,EN_LIGNE
2452,1938,ACTE_NAISSANCE,2023-04-04,2023-04-14,TERMINEE,EN_LIGNE
2453,1114,ACTE_DECES,2024-03-02,2024-03-17,REFUSEE,COURRIER
2454,1171,ACTE_NAISSANCE,2025-08-11,2025-08-11,TERMINEE,GUICHET
2455,342,ACTE_DECES,2023-10-11,2023-10-14,EN_COURS,EN_LIGNE
2456,493,ACTE_MARIAGE,2024-12-10,2024-12-27,REFUSEE,COURRIER
2457,1037,ACTE_MARIAGE,2023-10-18,2023-11-04,ENREGISTREE,EN_LIGNE
2458,1087,LIVRET_FAMILLE,2023-05-08,2023-05-26,REFUSEE,GUICHET
2459,1767,LIVRET_FAMILLE,2024-02-07,2024-02-15,TERMINEE,EN_LIGNE
2460,2053,ACTE_DECES,2023-03-29,2023-04-01,REFUSEE,GUICHET
2461,2872,ACTE_MARIAGE,2024-08-28,2024-09-10,EN_COURS,EN_LIGNE
2462,2492,ACTE_DECES,2023-02-03,2023-02-03,ENREGISTREE,GUICHET
2463,758,ACTE_DECES,2025-03-26,2025-03-31,REFUSEE,EN_LIGNE
2464,657,ACTE_DECES,2024-11-24,2024-12-07,ENREGISTREE,COURRIER
2465,1142,LIVRET_FAMILLE,2025-02-18,2025-02-28,TERMINEE,COURRIER
2466,5,ACTE_NAISSANCE,2024-01-19,2024-02-04,ENREGISTREE,COURRIER
2467,1191,ACTE_MARIAGE,2024-09-13,2024-09-30,EN_COURS,GUICHET
2468,1467,ACTE_MARIAGE,2023-01-02,2023-01-16,REFUSEE,COURRIER
2469,648,ACTE_DECES,2024-02-18,2024-03-07,ENREGISTREE,GUICHET
2470,2319,ACTE_DECES,2024-09-16,2024-09-21,EN_COURS,COURRIER
2471,386,ACTE_NAISSANCE,2023-06-26,2023-07-06,ENREGISTREE,COURRIER
2472,2256,ACTE_MARIAGE,2024-03-26,2024-03-26,REFUSEE,EN_LIGNE
2473,243,ACTE_NAISSANCE,2024-03-05,2024-03-10,EN_COURS,GUICHET
2474,2585,ACTE_MARIAGE,2025-08-04,2025-08-10,ENREGISTREE,GUICHET
2475,1615,ACTE_MARIAGE,2023-10-18,2023-10-20,ENREGISTREE,EN_LIGNE
2476,364,ACTE_DECES,2025-09-15,2025-09-24,ENREGISTREE,GUICHET
2477,565,ACTE_MARIAGE,2025-01-03,2025-01-20,EN_COURS,EN_LIGNE
2478,2054,ACTE_NAISSANCE,2024-02-10,2024-02-14,TERMINEE,COURRIER
2479,2168,LIVRET_FAMILLE,2023-04-23,2023-05-07,REFUSEE,EN_LIGNE
2480,842,ACTE_NAISSANCE,2024-08-07,2024-08-11,REFUSEE,EN_LIGNE
2481,1027,ACTE_NAISSANCE,2023-10-28,2023-11-03,EN_COURS,GUICHET
2482,691,LIVRET_FAMILLE,2024-09-07,2024-09-26,EN_COURS,GUICHET
2483,1418,ACTE_NAISSANCE,2025-05-30,2025-06-17,TERMINEE,COURRIER
2484,146,ACTE_DECES,2025-10-01,2025-10-07,EN_COURS,COURRIER
2485,366,ACTE_NAISSANCE,2023-12-12,2023-12-22,ENREGISTREE,GUICHET
2486,1085,ACTE_DECES,2023-09-27,2023-10-12,TERMINEE,GUICHET
2487,293,ACTE_NAISSANCE,2023-08-30,2023-09-13,EN_COURS,EN_LIGNE
2488,1968,LIVRET_FAMILLE,2024-06-22,2024-06-25,REFUSEE,GUICHET
2489,2256,ACTE_DECES,2023-02-08,2023-02-11,ENREGISTREE,EN_LIGNE
2490,1812,ACTE_NAISSANCE,2023-06-25,2023-07-15,ENREGISTREE,GUICHET
2491,119,ACTE_NAISSANCE,2025-05-21,2025-06-04,EN_COURS,EN_LIGNE
2492,1942,ACTE_DECES,2023-05-30,2023-06-14,EN_COURS,COURRIER
2493,689,ACTE_MARIAGE,2024-08-10,2024-08-17,EN_COURS,COURRIER
2494,2844,ACTE_MARIAGE,2023-03-14,2023-04-03,REFUSEE,EN_LIGNE
2495,230,ACTE_NAISSANCE,2024-01-09,2024-01-26,EN_COURS,COURRIER
2496,963,ACTE_MARIAGE,2024-07-02,2024-07-08,REFUSEE,GUICHET
2497,2897,ACTE_MARIAGE,2025-04-30,2025-05-04,EN_COURS,EN_LIGNE
2498,2152,ACTE_MARIAGE,2025-09-16,2025-09-16,REFUSEE,GUICHET
2499,588,ACTE_DECES,2024-01-21,2024-02-05,EN_COURS,GUICHET
2500,557,ACTE_MARIAGE,2025-06-17,2025-06-23,TERMINEE,EN_LIGNE
2501,1744,ACTE_MARIAGE,2023-03-22,2023-04-01,EN_COURS,COURRIER
2502,1804,LIVRET_FAMILLE,2024-12-01,2024-12-17,REFUSEE,COURRIER
2503,1159,ACTE_MARIAGE,2025-03-25,2025-04-01,EN_COURS,GUICHET
2504,1897,LIVRET_FAMILLE,2023-04-20,2023-04-24,TERMINEE,EN_LIGNE
2505,200,ACTE_DECES,2024-08-15,2024-08-26,REFUSEE,GUICHET
2506,2333,ACTE_DECES,2024-05-10,2024-05-25,EN_COURS,COURRIER
2507,2231,ACTE_DECES,2025-01-05,2025-01-08,EN_COURS,EN_LIGNE
2508,495,ACTE_NAISSANCE,2025-08-29,2025-09-13,ENREGISTREE,EN_LIGNE
2509,2278,ACTE_MARIAGE,2025-05-18,2025-05-21,REFUSEE,COURRIER
2510,365,ACTE_MARIAGE,2025-05-10,2025-05-21,EN_COURS,COURRIER
2511,8,ACTE_DECES,2025-06-03,2025-06-08,EN_COURS,EN_LIGNE
2512,1825,ACTE_MARIAGE,2023-02-16,2023-02-26,EN_COURS,GUICHET
2513,2742,ACTE_DECES,2023-12-11,2023-12-13,REFUSEE,EN_LIGNE
2514,519,ACTE_NAISSANCE,2024-04-16,2024-05-03,TERMINEE,COURRIER
2515,1563,LIVRET_FAMILLE,2024-02-10,2024-02-26,TERMINEE,EN_LIGNE
2516,2273,ACTE_MARIAGE,2024-08-08,2024-08-14,TERMINEE,GUICHET
2517,1972,ACTE_NAISSANCE,2023-07-28,2023-08-12,TERMINEE,EN_LIGNE
2518,2824,ACTE_MARIAGE,2024-08-19,2024-08-26,REFUSEE,GUICHET
2519,1946,ACTE_DECES,2024-10-14,2024-10-21,ENREGISTREE,EN_LIGNE
2520,1515,ACTE_MARIAGE,2025-08-30,2025-09-02,EN_COURS,EN_LIGNE
2521,9,ACTE_NAISSANCE,2025-02-03,2025-02-10,TERMINEE,GUICHET
2522,1129,ACTE_MARIAGE,2023-11-11,2023-11-27,EN_COURS,GUICHET
2523,2331,LIVRET_FAMILLE,2025-01-19,2025-01-30,TERMINEE,GUICHET
2524,74,ACTE_DECES,2023-08-12,2023-08-29,REFUSEE,EN_LIGNE
2525,2462,ACTE_NAISSANCE,2024-07-27,2024-07-28,REFUSEE,COURRIER
2526,1639,LIVRET_FAMILLE,2024-01-02,2024-01-10,EN_COURS,EN_LIGNE
2527,527,ACTE_MARIAGE,2023-06-28,2023-07-02,ENREGISTREE,GUICHET
2528,2462,ACTE_NAISSANCE,2024-09-05,2024-09-22,TERMINEE,COURRIER
2529,2073,ACTE_DECES,2023-01-05,2023-01-13,EN_COURS,GUICHET
2530,2024,ACTE_DECES,2025-09-27,2025-10-12,REFUSEE,EN_LIGNE
2531,617,LIVRET_FAMILLE,2025-05-20,2025-05-29,TERMINEE,EN_LIGNE
2532,796,ACTE_NAISSANCE,2024-08-29,2024-09-16,ENREGISTREE,EN_LIGNE
2533,2620,LIVRET_FAMILLE,2023-08-14,2023-08-29,EN_COURS,GUICHET
2534,142,ACTE_MARIAGE,2024-02-10,2024-02-21,TERMINEE,EN_LIGNE
2535,2414,ACTE_MARIAGE,2024-10-18,2024-10-25,REFUSEE,COURRIER
2536,611,LIVRET_FAMILLE,2025-09-30,2025-10-10,ENREGISTREE,GUICHET
2537,810,LIVRET_FAMILLE,2024-03-19,2024-04-08,TERMINEE,GUICHET
2538,1078,ACTE_NAISSANCE,2024-06-09,2024-06-26,TERMINEE,GUICHET
2539,2077,LIVRET_FAMILLE,2023-11-24,2023-12-12,ENREGISTREE,COURRIER
2540,2541,LIVRET_FAMILLE,2025-10-07,2025-10-16,EN_COURS,GUICHET
2541,2759,ACTE_NAISSANCE,2024-07-02,2024-07-16,ENREGISTREE,GUICHET
2542,2684,ACTE_NAISSANCE,2023-05-20,2023-05-29,TERMINEE,COURRIER
2543,1978,ACTE_MARIAGE,2024-12-16,2025-01-05,ENREGISTREE,COURRIER
2544,921,ACTE_MARIAGE,2024-08-23,2024-09-04,TERMINEE,GUICHET
2545,1183,ACTE_DECES,2024-08-08,2024-08-19,ENREGISTREE,COURRIER
2546,1234,ACTE_NAISSANCE,2023-08-09,2023-08-23,REFUSEE,GUICHET
2547,1532,ACTE_MARIAGE,2023-03-07,2023-03-14,TERMINEE,EN_LIGNE
2548,2469,ACTE_DECES,2023-05-15,2023-05-25,EN_COURS,EN_LIGNE
2549,2344,ACTE_MARIAGE,2025-04-05,2025-04-14,ENREGISTREE,EN_LIGNE
2550,2592,ACTE_DECES,2023-07-15,2023-08-01,REFUSEE,GUICHET
2551,633,ACTE_DECES,2023-03-01,2023-03-01,TERMINEE,EN_LIGNE
2552,2708,ACTE_DECES,2025-05-25,2025-06-11,REFUSEE,EN_LIGNE
2553,1809,ACTE_DECES,2025-06-23,2025-07-09,TERMINEE,COURRIER
2554,2314,ACTE_MARIAGE,2023-10-29,2023-11-15,REFUSEE,COURRIER
2555,764,LIVRET_FAMILLE,2024-03-23,2024-03-26,EN_COURS,EN_LIGNE
2556,2287,ACTE_MARIAGE,2024-04-25,2024-04-25,TERMINEE,COURRIER
2557,1667,ACTE_MARIAGE,2025-07-24,2025-08-12,REFUSEE,COURRIER
2558,2070,LIVRET_FAMILLE,2024-04-19,2024-05-07,TERMINEE,GUICHET
2559,2034,ACTE_DECES,2024-06-28,2024-07-05,ENREGISTREE,EN_LIGNE
2560,2016,ACTE_DECES,2024-05-22,2024-05-26,REFUSEE,COURRIER
2561,1053,ACTE_NAISSANCE,2025-10-02,2025-10-06,EN_COURS,EN_LIGNE
2562,992,ACTE_NAISSANCE,2024-09-09,2024-09-22,REFUSEE,EN_LIGNE
2563,593,ACTE_DECES,2024-03-03,2024-03-23,EN_COURS,EN_LIGNE
2564,2598,ACTE_NAISSANCE,2024-09-02,2024-09-14,EN_COURS,COURRIER
2565,2564,ACTE_DECES,2023-01-20,2023-01-25,ENREGISTREE,GUICHET
2566,1052,LIVRET_FAMILLE,2025-05-19,2025-06-02,ENREGISTREE,EN_LIGNE
2567,1023,ACTE_DECES,2023-11-03,2023-11-20,REFUSEE,COURRIER
2568,1237,ACTE_MARIAGE,2024-01-06,2024-01-24,TERMINEE,COURRIER
2569,541,ACTE_MARIAGE,2025-08-03,2025-08-05,TERMINEE,COURRIER
2570,850,ACTE_DECES,2025-10-01,2025-10-03,TERMINEE,EN_LIGNE
2571,464,ACTE_NAISSANCE,2024-01-04,2024-01-15,TERMINEE,COURRIER
2572,1375,ACTE_MARIAGE,2025-10-10,2025-10-29,ENREGISTREE,GUICHET
2573,56,ACTE_DECES,2023-08-21,2023-09-03,ENREGISTREE,GUICHET
2574,1656,ACTE_MARIAGE,2025-10-24,2025-11-02,ENREGISTREE,COURRIER
2575,1251,ACTE_DECES,2025-01-17,2025-01-28,EN_COURS,GUICHET
2576,1283,ACTE_DECES,2025-03-10,2025-03-22,REFUSEE,EN_LIGNE
2577,731,LIVRET_FAMILLE,2025-10-27,2025-11-12,EN_COURS,COURRIER
2578,1212,ACTE_DECES,2023-01-19,2023-02-01,REFUSEE,COURRIER
2579,1,ACTE_DECES,2025-03-31,2025-04-11,TERMINEE,COURRIER
2580,2687,ACTE_MARIAGE,2025-06-25,2025-07-04,REFUSEE,EN_LIGNE
2581,2378,ACTE_NAISSANCE,2024-04-12,2024-05-01,ENREGISTREE,COURRIER
2582,1963,ACTE_DECES,2025-06-10,2025-06-26,REFUSEE,EN_LIGNE
