rdv_id,citoyen_id,service_id,type_rdv,date_demande,date_rdv,statut,canal,commentaire
3649,1685,2,Passeport,2023-06-18,2023-07-13,CONFIRME,GUICHET,
3650,491,16,Naissance,2023-11-21,2023-12-01,CONFIRME,GUICHET,
3651,318,14,Passeport,2025-06-27,2025-07-24,CONFIRME,EN_LIGNE,
3652,2702,14,Passeport,2024-10-23,2024-11-15,ANNULE,TELEPHONE,
3653,2901,12,Mariage,2024-08-18,2024-08-30,CONFIRME,TELEPHONE,
3654,2282,16,Rendez-vous social,2024-12-16,2025-01-03,ANNULE,EN_LIGNE,
3655,330,16,Naissance,2023-09-26,2023-10-18,EN_ATTENTE,GUICHET,
3656,2998,15,Etat civil,2025-06-06,2025-06-12,ANNULE,GUICHET,
3657,2201,15,Carte d'identité,2025-06-29,2025-07-21,ANNULE,TELEPHONE,
3658,2955,7,Urbanisme,2025-02-28,2025-03-03,CONFIRME,TELEPHONE,
3659,269,11,Naissance,2024-03-31,2024-04-09,EN_ATTENTE,TELEPHONE,
3660,2835,13,Urbanisme,2023-04-05,2023-05-01,CONFIRME,GUICHET,
3661,2207,5,Rendez-vous social,2023-03-01,2023-03-10,HONORE,GUICHET,
3662,2528,14,Urbanisme,2024-07-24,2024-08-13,CONFIRME,EN_LIGNE,
3663,1146,11,Mariage,2023-08-11,2023-08-18,EN_ATTENTE,TELEPHONE,
3664,2705,3,Carte d'identité,2023-12-13,2024-01-07,HONORE,GUICHET,
3665,607,11,Rendez-vous social,2024-06-06,2024-06-29,EN_ATTENTE,TELEPHONE,
3666,898,10,Urbanisme,2023-10-31,2023-11-01,EN_ATTENTE,GUICHET,
3667,2978,13,Naissance,2023-09-17,2023-09-28,EN_ATTENTE,EN_LIGNE,
3668,792,9,Naissance,2023-06-03,2023-06-21,HONORE,GUICHET,
3669,2694,5,Naissance,2024-01-20,2024-02-07,HONORE,EN_LIGNE,
3670,2119,8,Carte d'identité,2023-10-05,2023-10-06,ANNULE,EN_LIGNE,
3671,1828,16,Naissance,2023-06-02,2023-06-21,ANNULE,TELEPHONE,
3672,1194,5,Urbanisme,2025-03-21,2025-03-24,ANNULE,GUICHET,
3673,191,8,Rendez-vous social,2023-09-27,2023-10-02,CONFIRME,EN_LIGNE,
3674,1158,3,Passeport,2025-07-25,2025-08-24,CONFIRME,GUICHET,
3675,327,4,Passeport,2023-05-02,2023-05-13,CONFIRME,TELEPHONE,
3676,1288,13,Etat civil,2023-02-19,2023-02-24,ANNULE,EN_LIGNE,
3677,1972,6,Rendez-vous social,2023-03-19,2023-04-09,HONORE,EN_LIGNE,
3678,641,15,Rendez-vous social,2023-03-12,2023-04-09,HONORE,EN_LIGNE,
3679,373,12,Urbanisme,2023-08-28,2023-09-21,ANNULE,EN_LIGNE,
3680,1935,14,Naissance,2024-01-10,2024-02-07,ANNULE,GUICHET,
3681,371,12,Passeport,2024-05-08,2024-05-25,ANNULE,TELEPHONE,
3682,2741,13,Naissance,2024-11-23,2024-11-23,HONORE,TELEPHONE,
3683,1539,13,Etat civil,2025-04-29,2025-05-15,HONORE,EN_LIGNE,
3684,1582,16,Rendez-vous social,2024-09-25,2024-09-30,EN_ATTENTE,GUICHET,
3685,1926,3,Rendez-vous social,2023-05-31,2023-06-29,ANNULE,EN_LIGNE,
3686,1437,10,Urbanisme,2023-08-29,2023-09-05,EN_ATTENTE,EN_LIGNE,
3687,2846,5,Naissance,2025-09-28,2025-10-11,HONORE,TELEPHONE,
3688,1269,16,Mariage,2024-02-24,2024-03-18,EN_ATTENTE,TELEPHONE,
3689,2371,16,Mariage,2023-07-03,2023-07-10,EN_ATTENTE,GUICHET,
3690,860,8,Rendez-vous social,2025-08-30,2025-09-18,EN_ATTENTE,TELEPHONE,
3691,291,11,Naissance,2023-01-04,2023-01-23,ANNULE,TELEPHONE,
3692,1799,2,Rendez-vous social,2025-05-27,2025-06-05,EN_ATTENTE,GUICHET,
3693,860,1,Naissance,2024-10-17,2024-10-31,ANNULE,GUICHET,
3694,2657,3,Carte d'identité,2023-01-26,2023-02-13,CONFIRME,TELEPHONE,
3695,91,2,Carte d'identité,2024-08-05,2024-08-22,ANNULE,EN_LIGNE,
3696,1424,16,Carte d'identité,2023-03-20,2023-04-05,HONORE,EN_LIGNE,
3697,1816,10,Carte d'identité,2024-08-31,2024-09-30,EN_ATTENTE,EN_LIGNE,
3698,2159,5,Carte d'identité,2024-01-06,2024-01-30,HONORE,TELEPHONE,
3699,593,13,Urbanisme,2025-07-30,2025-08-06,EN_ATTENTE,TELEPHONE,
3700,411,16,Passeport,2023-04-02,2023-04-29,CONFIRME,GUICHET,
3701,2841,3,Etat civil,2023-01-22,2023-01-28,EN_ATTENTE,EN_LIGNE,
3702,1291,12,Etat civil,2025-08-03,2025-08-06,HONORE,EN_LIGNE,
3703,2749,9,Mariage,2025-05-28,2025-06-11,EN_ATTENTE,GUICHET,
3704,1777,2,Passeport,2024-05-09,2024-05-26,CONFIRME,EN_LIGNE,
3705,234,6,Etat civil,2023-04-05,2023-04-08,EN_ATTENTE,TELEPHONE,
3706,2470,5,Etat civil,2025-02-21,2025-03-04,EN_ATTENTE,GUICHET,
3707,2096,9,Passeport,2024-01-31,2024-02-16,CONFIRME,GUICHET,
3708,1577,9,Passeport,2023-01-23,2023-02-05,EN_ATTENTE,EN_LIGNE,
3709,2512,14,Etat civil,2024-03-28,2024-04-13,CONFIRME,EN_LIGNE,
3710,2800,7,Mariage,2023-12-06,2023-12-13,HONORE,EN_LIGNE,
3711,1878,11,Carte d'identité,2025-10-14,2025-10-28,EN_ATTENTE,TELEPHONE,
3712,2508,5,Rendez-vous social,2024-10-11,2024-10-31,EN_ATTENTE,GUICHET,
3713,2580,15,Urbanisme,2023-04-05,2023-04-24,ANNULE,TELEPHONE,
3714,1808,16,Passeport,2025-09-24,2025-10-11,ANNULE,EN_LIGNE,
3715,778,1,Mariage,2024-06-04,2024-06-10,ANNULE,EN_LIGNE,
3716,7,2,Passeport,2025-05-20,2025-05-24,HONORE,TELEPHONE,
3717,2082,13,Carte d'identité,2025-06-18,2025-07-04,CONFIRME,TELEPHONE,
3718,1907,1,Passeport,2023-05-15,2023-06-06,ANNULE,TELEPHONE,
3719,34,1,Urbanisme,2023-06-07,2023-06-27,EN_ATTENTE,TELEPHONE,
3720,840,1,Etat civil,2024-12-25,2024-12-27,HONORE,EN_LIGNE,
3721,43,12,Naissance,2024-03-06,2024-03-27,CONFIRME,TELEPHONE,
3722,2817,11,Naissance,2024-08-23,2024-09-02,HONORE,TELEPHONE,
3723,282,9,Etat civil,2025-06-23,2025-07-02,CONFIRME,TELEPHONE,
3724,1598,1,Etat civil,2024-02-10,2024-03-05,HONORE,TELEPHONE,
3725,2783,4,Naissance,2025-02-26,2025-03-09,CONFIRME,GUICHET,
3726,1500,5,Carte d'identité,2025-04-13,2025-04-19,ANNULE,EN_LIGNE,
3727,1067,6,Carte d'identité,2023-02-13,2023-03-08,EN_ATTENTE,EN_LIGNE,
3728,2517,8,Mariage,2024-10-02,2024-10-20,EN_ATTENTE,GUICHET,
3729,2085,10,Urbanisme,2024-01-17,2024-02-12,HONORE,TELEPHONE,
3730,2033,10,Rendez-vous social,2024-04-24,2024-05-14,CONFIRME,TELEPHONE,
3731,2421,12,Naissance,2023-06-04,2023-07-04,CONFIRME,GUICHET,
3732,1651,11,Urbanisme,2024-03-30,2024-04-15,CONFIRME,EN_LIGNE,
3733,202,14,Urbanisme,2025-02-20,2025-03-17,HONORE,EN_LIGNE,
3734,404,2,Etat civil,2025-07-25,2025-08-04,EN_ATTENTE,EN_LIGNE,
3735,829,6,Naissance,2024-12-22,2024-12-22,HONORE,TELEPHONE,
3736,347,9,Mariage,2023-10-21,2023-10-29,CONFIRME,EN_LIGNE,
3737,751,11,Mariage,2024-10-26,2024-11-11,HONORE,TELEPHONE,
3738,1818,7,Mariage,2024-03-26,2024-04-10,HONORE,EN_LIGNE,
3739,2621,13,Etat civil,2025-01-05,2025-01-06,CONFIRME,GUICHET,
3740,1611,6,Rendez-vous social,2025-02-06,2025-02-25,EN_ATTENTE,TELEPHONE,
3741,2772,8,Rendez-vous social,2024-10-10,2024-11-04,HONORE,GUICHET,
3742,1305,14,Mariage,2023-09-07,2023-09-12,EN_ATTENTE,TELEPHONE,
3743,253,8,Passeport,2025-09-22,2025-10-09,CONFIRME,TELEPHONE,
3744,794,13,Urbanisme,2023-04-09,2023-04-20,CONFIRME,TELEPHONE,
3745,1980,7,Passeport,2024-08-02,2024-08-27,EN_ATTENTE,EN_LIGNE,
3746,2178,10,Carte d'identité,2025-10-09,2025-10-27,EN_ATTENTE,TELEPHONE,
3747,615,4,Mariage,2024-08-04,2024-08-05,EN_ATTENTE,EN_LIGNE,
3748,688,11,Rendez-vous social,2024-10-20,2024-11-03,CONFIRME,TELEPHONE,
3749,1899,7,Etat civil,2024-03-09,2024-03-14,CONFIRME,EN_LIGNE,
3750,949,15,Rendez-vous social,2024-05-18,2024-05-29,HONORE,EN_LIGNE,
3751,1497,8,Urbanisme,2024-06-01,2024-06-26,EN_ATTENTE,TELEPHONE,
3752,1139,15,Mariage,2025-01-09,2025-02-04,ANNULE,EN_LIGNE,
3753,2558,8,Urbanisme,2025-10-19,2025-11-07,ANNULE,TELEPHONE,
3754,2072,11,Etat civil,2023-02-13,2023-03-07,EN_ATTENTE,GUICHET,
3755,1184,13,Carte d'identité,2024-06-16,2024-07-14,EN_ATTENTE,GUICHET,
3756,2734,7,Urbanisme,2023-12-08,2024-01-02,ANNULE,EN_LIGNE,
3757,1446,6,Naissance,2024-10-10,2024-10-12,EN_ATTENTE,TELEPHONE,
3758,1976,15,Mariage,2024-10-04,2024-10-31,HONORE,TELEPHONE,
3759,2621,2,Etat civil,2025-03-30,2025-04-03,HONORE,EN_LIGNE,
3760,312,15,Rendez-vous social,2025-10-07,2025-10-26,EN_ATTENTE,TELEPHONE,
3761,2809,10,Rendez-vous social,2023-03-18,2023-04-16,CONFIRME,EN_LIGNE,
3762,2306,8,Passeport,2023-02-05,2023-02-25,HONORE,TELEPHONE,
3763,74,15,Naissance,2023-02-08,2023-02-21,EN_ATTENTE,GUICHET,
3764,1470,16,Mariage,2025-02-17,2025-02-21,ANNULE,EN_LIGNE,
3765,2366,8,Etat civil,2023-07-15,2023-08-07,HONORE,GUICHET,
3766,2063,6,Urbanisme,2023-06-25,2023-07-17,ANNULE,EN_LIGNE,
3767,451,14,Urbanisme,2024-08-19,2024-08-27,HONORE,EN_LIGNE,
3768,1622,14,Etat civil,2024-03-16,2024-03-16,CONFIRME,TELEPHONE,
3769,122,10,Mariage,2025-08-30,2025-09-09,CONFIRME,EN_LIGNE,
3770,1302,2,Rendez-vous social,2023-10-12,2023-10-26,HONORE,EN_LIGNE,
3771,2307,8,Mariage,2023-08-26,2023-08-29,ANNULE,TELEPHONE,
3772,1137,11,Mariage,2024-07-29,2024-07-29,ANNULE,EN_LIGNE,
3773,225,11,Rendez-vous social,2023-09-26,2023-10-15,HONORE,GUICHET,
3774,2597,13,Etat civil,2025-07-08,2025-07-19,EN_ATTENTE,GUICHET,
3775,779,7,Naissance,2024-03-25,2024-03-29,EN_ATTENTE,TELEPHONE,
3776,2241,6,Rendez-vous social,2023-10-19,2023-10-29,CONFIRME,GUICHET,
3777,1158,11,Rendez-vous social,2023-11-28,2023-12-01,CONFIRME,TELEPHONE,
3778,2347,15,Mariage,2024-10-10,2024-11-08,HONORE,EN_LIGNE,
3779,916,5,Passeport,2025-02-10,2025-02-11,CONFIRME,GUICHET,
3780,637,4,Etat civil,2025-04-25,2025-04-25,HONORE,EN_LIGNE,
3781,2753,5,Carte d'identité,2024-10-15,2024-10-22,EN_ATTENTE,GUICHET,
3782,2579,13,Rendez-vous social,2023-12-20,2023-12-29,CONFIRME,GUICHET,
3783,1669,10,Naissance,2025-10-17,2025-10-17,ANNULE,EN_LIGNE,
3784,896,10,Carte d'identité,2025-02-12,2025-02-14,HONORE,TELEPHONE,
3785,1354,5,Passeport,2024-06-08,2024-07-08,EN_ATTENTE,TELEPHONE,
3786,2334,4,Mariage,2024-12-31,2025-01-11,HONORE,EN_LIGNE,
3787,2716,1,Carte d'identité,2024-10-22,2024-11-18,EN_ATTENTE,TELEPHONE,
3788,1320,10,Naissance,2025-10-14,2025-11-06,CONFIRME,GUICHET,
3789,602,10,Etat civil,2025-10-24,2025-11-05,ANNULE,TELEPHONE,
3790,303,4,Rendez-vous social,2025-06-28,2025-07-25,EN_ATTENTE,TELEPHONE,
3791,1104,1,Etat civil,2025-05-01,2025-05-18,EN_ATTENTE,EN_LIGNE,
3792,133,7,Etat civil,2025-02-04,2025-02-17,ANNULE,TELEPHONE,
3793,1299,6,Etat civil,2025-04-21,2025-05-02,CONFIRME,GUICHET,
3794,1052,9,Carte d'identité,2024-12-28,2025-01-11,ANNULE,TELEPHONE,
3795,1256,15,Mariage,2023-07-19,2023-08-13,HONORE,GUICHET,
3796,988,15,Passeport,2025-01-12,2025-02-08,HONORE,EN_LIGNE,
3797,1308,1,Passeport,2024-08-28,2024-09-02,EN_ATTENTE,EN_LIGNE,
3798,6,7,Rendez-vous social,2025-08-18,2025-09-12,ANNULE,EN_LIGNE,
3799,46,4,Carte d'identité,2024-10-21,2024-11-19,CONFIRME,EN_LIGNE,
3800,1001,5,Rendez-vous social,2023-08-12,2023-08-16,EN_ATTENTE,TELEPHONE,
3801,412,16,Mariage,2024-03-10,2024-03-20,CONFIRME,GUICHET,
3802,1195,7,Etat civil,2025-09-17,2025-10-09,HONORE,TELEPHONE,
3803,1766,1,Mariage,2023-02-22,2023-03-16,HONORE,EN_LIGNE,
3804,2659,9,Mariage,2023-04-15,2023-04-21,CONFIRME,EN_LIGNE,
3805,398,8,Mariage,2024-02-04,2024-02-27,EN_ATTENTE,TELEPHONE,
3806,2858,16,Urbanisme,2023-04-18,2023-04-24,EN_ATTENTE,EN_LIGNE,
3807,1480,14,Passeport,2025-04-24,2025-05-23,CONFIRME,GUICHET,
3808,1751,12,Mariage,2023-09-29,2023-10-06,EN_ATTENTE,EN_LIGNE,
3809,2899,13,Rendez-vous social,2023-06-08,2023-06-09,CONFIRME,EN_LIGNE,
3810,2751,7,Mariage,2025-06-15,2025-07-09,HONORE,EN_LIGNE,
3811,1630,7,Naissance,2024-08-01,2024-08-24,HONORE,TELEPHONE,
3812,2020,12,Carte d'identité,2023-05-29,2023-06-24,ANNULE,GUICHET,
3813,2131,8,Urbanisme,2024-01-19,2024-02-14,EN_ATTENTE,GUICHET,
3814,2243,3,Urbanisme,2023-01-15,2023-01-17,EN_ATTENTE,TELEPHONE,
3815,1925,1,Etat civil,2024-01-18,2024-02-01,EN_ATTENTE,TELEPHONE,
3816,2420,11,Passeport,2025-10-13,2025-10-23,ANNULE,TELEPHONE,
3817,1790,4,Urbanisme,2023-06-14,2023-06-29,HONORE,GUICHET,
3818,1058,10,Etat civil,2024-12-08,2024-12-19,ANNULE,TELEPHONE,
3819,878,16,Carte d'identité,2024-01-12,2024-02-11,EN_ATTENTE,EN_LIGNE,
3820,596,4,Mariage,2023-01-29,2023-02-28,CONFIRME,GUICHET,
3821,2812,12,Carte d'identité,2025-10-25,2025-11-15,HONORE,TELEPHONE,
3822,1833,7,Carte d'identité,2023-12-07,2023-12-15,EN_ATTENTE,TELEPHONE,
3823,443,10,Rendez-vous social,2023-06-21,2023-06-24,EN_ATTENTE,TELEPHONE,
3824,1767,12,Urbanisme,2025-10-17,2025-10-18,HONORE,TELEPHONE,
3825,1769,9,Carte d'identité,2024-07-27,2024-07-29,CONFIRME,GUICHET,
3826,231,8,Mariage,2023-12-28,2024-01-07,EN_ATTENTE,EN_LIGNE,
3827,2404,9,Passeport,2024-01-15,2024-02-02,CONFIRME,TELEPHONE,
3828,918,7,Passeport,2023-03-08,2023-04-07,EN_ATTENTE,GUICHET,
3829,1429,4,Etat civil,2024-03-23,2024-04-19,EN_ATTENTE,GUICHET,
3830,756,5,Urbanisme,2025-06-20,2025-06-23,HONORE,GUICHET,
3831,1043,5,Carte d'identité,2023-06-22,2023-07-21,ANNULE,GUICHET,
3832,1213,6,Urbanisme,2024-05-03,2024-05-20,HONORE,GUICHET,
3833,885,3,Naissance,2024-03-20,2024-04-08,ANNULE,TELEPHONE,
3834,2011,1,Urbanisme,2024-08-19,2024-09-07,ANNULE,EN_LIGNE,
3835,2988,3,Carte d'identité,2025-01-26,2025-02-02,ANNULE,EN_LIGNE,
3836,2616,15,Naissance,2024-06-30,2024-07-27,EN_ATTENTE,GUICHET,
3837,1903,7,Etat civil,2025-09-07,2025-10-04,HONORE,EN_LIGNE,
3838,2427,16,Passeport,2024-08-18,2024-09-13,HONORE,GUICHET,
3839,1599,11,Etat civil,2023-11-10,2023-11-12,ANNULE,GUICHET,
3840,2726,12,Naissance,2025-03-27,2025-03-31,ANNULE,GUICHET,
3841,2915,10,Urbanisme,2023-04-13,2023-04-14,CONFIRME,GUICHET,
3842,490,13,Etat civil,2023-03-26,2023-04-11,EN_ATTENTE,EN_LIGNE,
3843,435,4,Passeport,2023-03-10,2023-03-10,HONORE,GUICHET,
3844,2034,16,Urbanisme,2025-09-01,2025-09-17,EN_ATTENTE,TELEPHONE,
3845,556,4,Naissance,2025-08-06,2025-08-10,EN_ATTENTE,TELEPHONE,
3846,992,16,Rendez-vous social,2023-04-26,2023-04-28,ANNULE,GUICHET,
3847,932,4,Passeport,2023-09-23,2023-10-03,EN_ATTENTE,EN_LIGNE,
3848,1850,16,Etat civil,2025-03-21,2025-04-19,ANNULE,TELEPHONE,
3849,2008,9,Etat civil,2025-04-04,2025-04-30,EN_ATTENTE,TELEPHONE,
3850,1092,11,Rendez-vous social,2024-08-10,2024-09-04,HONORE,TELEPHONE,
3851,2727,5,Carte d'identité,2024-11-29,2024-12-27,HONORE,GUICHET,
3852,2526,13,Carte d'identité,2024-12-26,2025-01-11,ANNULE,GUICHET,
3853,1200,11,Etat civil,2023-12-19,2023-12-29,CONFIRME,TELEPHONE,
3854,1703,14,Passeport,2024-05-01,2024-05-11,HONORE,EN_LIGNE,
3855,1295,9,Etat civil,2025-08-12,2025-08-18,CONFIRME,EN_LIGNE,
3856,323,5,Passeport,2023-08-12,2023-08-25,HONORE,EN_LIGNE,
3857,1601,7,Carte d'identité,2024-10-29,2024-11-19,HONORE,TELEPHONE,
3858,2819,16,Passeport,2023-05-10,2023-05-19,HONORE,GUICHET,
3859,1543,6,Passeport,2024-04-28,2024-05-03,HONORE,EN_LIGNE,
3860,844,12,Mariage,2024-01-14,2024-02-10,ANNULE,EN_LIGNE,
3861,68,11,Urbanisme,2024-12-16,2025-01-10,CONFIRME,TELEPHONE,
3862,746,16,Rendez-vous social,2023-12-27,2024-01-13,ANNULE,EN_LIGNE,
3863,2076,6,Etat civil,2023-05-14,2023-05-22,EN_ATTENTE,GUICHET,
3864,2248,9,Naissance,2025-10-24,2025-11-01,CONFIRME,TELEPHONE,
3865,466,12,Naissance,2024-09-30,2024-10-03,CONFIRME,EN_LIGNE,
3866,2988,13,Urbanisme,2025-08-25,2025-09-08,CONFIRME,EN_LIGNE,
3867,2905,6,Etat civil,2023-02-20,2023-02-23,EN_ATTENTE,GUICHET,
3868,2769,8,Passeport,2024-12-08,2024-12-27,ANNULE,TELEPHONE,
3869,2211,1,Urbanisme,2024-02-02,2024-02-22,HONORE,EN_LIGNE,
3870,983,11,Rendez-vous social,2024-06-03,2024-06-22,ANNULE,EN_LIGNE,
3871,2288,7,Naissance,2024-09-22,2024-09-23,ANNULE,TELEPHONE,
3872,2389,3,Passeport,2023-09-11,2023-09-21,HONORE,TELEPHONE,
3873,418,7,Rendez-vous social,2025-05-27,2025-06-21,HONORE,TELEPHONE,
3874,2647,11,Rendez-vous social,2023-08-27,2023-08-27,HONORE,EN_LIGNE,
3875,1101,5,Carte d'identité,2024-06-16,2024-06-27,CONFIRME,EN_LIGNE,
3876,1001,11,Passeport,2023-07-09,2023-08-07,ANNULE,GUICHET,
3877,2920,12,Urbanisme,2024-07-09,2024-07-28,HONORE,EN_LIGNE,
3878,2144,9,Naissance,2025-07-15,2025-07-19,ANNULE,GUICHET,
3879,1855,5,Mariage,2023-02-19,2023-03-18,CONFIRME,TELEPHONE,
3880,1873,3,Carte d'identité,2023-01-01,2023-01-31,HONORE,TELEPHONE,
3881,1051,2,Mariage,2025-10-15,2025-11-01,EN_ATTENTE,TELEPHONE,
3882,967,14,Etat civil,2024-11-21,2024-12-14,HONORE,EN_LIGNE,
3883,1109,12,Urbanisme,2023-08-23,2023-09-01,CONFIRME,GUICHET,
3884,142,3,Etat civil,2023-04-14,2023-04-19,HONORE,TELEPHONE,
3885,2583,11,Urbanisme,2023-06-21,2023-07-11,CONFIRME,EN_LIGNE,
3886,2842,12,Mariage,2024-09-29,2024-10-06,CONFIRME,EN_LIGNE,
3887,2303,4,Rendez-vous social,2025-08-26,2025-09-16,HONORE,EN_LIGNE,
3888,1794,14,Mariage,2023-04-03,2023-04-17,ANNULE,EN_LIGNE,
3889,1538,2,Naissance,2024-11-06,2024-12-05,CONFIRME,TELEPHONE,
3890,252,4,Mariage,2024-04-28,2024-05-05,ANNULE,GUICHET,
3891,1390,3,Carte d'identité,2024-03-19,2024-03-27,ANNULE,EN_LIGNE,
3892,2329,13,Naissance,2023-04-24,2023-05-03,HONORE,EN_LIGNE,
3893,306,2,Rendez-vous social,2023-12-07,2023-12-22,EN_ATTENTE,EN_LIGNE,
3894,1307,9,Etat civil,2024-08-27,2024-09-09,EN_ATTENTE,GUICHET,
3895,2693,8,Rendez-vous social,2023-02-25,2023-03-04,HONORE,TELEPHONE,
3896,1722,2,Etat civil,2025-09-26,2025-10-10,HONORE,EN_LIGNE,
3897,2599,16,Rendez-vous social,2025-06-14,2025-06-25,ANNULE,TELEPHONE,
3898,1058,5,Carte d'identité,2024-11-26,2024-12-03,CONFIRME,TELEPHONE,
3899,2181,13,Mariage,2024-10-15,2024-10-28,EN_ATTENTE,EN_LIGNE,
3900,514,6,Etat civil,2025-06-26,2025-07-04,ANNULE,TELEPHONE,
3901,825,3,Naissance,2025-10-16,2025-11-07,HONORE,GUICHET,
3902,1716,5,Naissance,2025-08-27,2025-08-31,CONFIRME,EN_LIGNE,
3903,1231,4,Rendez-vous social,2023-11-10,2023-12-02,CONFIRME,TELEPHONE,
3904,976,16,Etat civil,2024-05-08,2024-05-18,CONFIRME,TELEPHONE,
3905,2512,14,Mariage,2025-02-05,2025-02-16,CONFIRME,GUICHET,
3906,266,13,Naissance,2023-08-01,2023-08-20,HONORE,TELEPHONE,
3907,2257,8,Urbanisme,2023-09-19,2023-10-01,ANNULE,EN_LIGNE,
3908,1542,7,Mariage,2025-10-24,2025-11-09,EN_ATTENTE,EN_LIGNE,
3909,1879,5,Rendez-vous social,2023-11-01,2023-11-04,CONFIRME,TELEPHONE,
3910,1970,10,Mariage,2023-08-31,2023-09-25,CONFIRME,EN_LIGNE,
3911,1261,14,Naissance,2023-04-17,2023-04-29,CONFIRME,GUICHET,
3912,2105,4,Naissance,2023-01-12,2023-01-22,HONORE,TELEPHONE,
3913,705,2,Rendez-vous social,2025-03-12,2025-03-31,CONFIRME,GUICHET,
3914,2562,13,Etat civil,2023-04-23,2023-05-10,HONORE,GUICHET,
3915,879,11,Rendez-vous social,2023-01-14,2023-01-17,ANNULE,TELEPHONE,
3916,741,7,Mariage,2023-10-02,2023-10-16,HONORE,EN_LIGNE,
3917,464,8,Carte d'identité,2025-05-31,2025-06-14,ANNULE,GUICHET,
3918,2282,4,Etat civil,2024-05-13,2024-05-14,CONFIRME,EN_LIGNE,
3919,1062,1,Etat civil,2025-09-23,2025-10-14,CONFIRME,GUICHET,
3920,340,11,Mariage,2024-10-21,2024-10-27,EN_ATTENTE,EN_LIGNE,
3921,1065,14,Passeport,2024-05-27,2024-06-18,EN_ATTENTE,GUICHET,
3922,1183,1,Carte d'identité,2024-05-14,2024-05-31,EN_ATTENTE,TELEPHONE,
3923,287,4,Mariage,2025-02-05,2025-02-19,CONFIRME,TELEPHONE,
3924,206,14,Naissance,2024-04-20,2024-04-21,HONORE,EN_LIGNE,
3925,828,2,Etat civil,2024-12-16,2024-12-21,CONFIRME,GUICHET,
3926,1531,7,Urbanisme,2025-07-15,2025-07-18,CONFIRME,EN_LIGNE,
3927,904,4,Passeport,2025-09-22,2025-10-05,CONFIRME,GUICHET,
3928,2376,14,Naissance,2023-05-15,2023-05-29,HONORE,TELEPHONE,
3929,2277,3,Carte d'identité,2024-08-26,2024-09-15,CONFIRME,EN_LIGNE,
3930,1410,5,Naissance,2023-07-21,2023-08-02,EN_ATTENTE,EN_LIGNE,
3931,890,6,Carte d'identité,2025-10-12,2025-11-10,ANNULE,GUICHET,
3932,1967,5,Passeport,2023-06-25,2023-07-06,HONORE,GUICHET,
3933,293,8,Passeport,2023-04-22,2023-05-14,HONORE,GUICHET,
3934,2381,15,Rendez-vous social,2025-07-25,2025-08-17,EN_ATTENTE,GUICHET,
3935,2025,10,Etat civil,2025-07-26,2025-08-08,ANNULE,GUICHET,
3936,2661,8,Mariage,2024-03-17,2024-04-05,CONFIRME,GUICHET,
3937,1233,11,Rendez-vous social,2025-10-04,2025-10-04,CONFIRME,EN_LIGNE,
3938,844,11,Urbanisme,2023-09-06,2023-09-15,EN_ATTENTE,EN_LIGNE,
3939,1063,14,Mariage,2023-07-02,2023-07-30,CONFIRME,EN_LIGNE,
3940,301,7,Mariage,2025-05-31,2025-06-21,HONORE,GUICHET,
3941,556,7,Rendez-vous social,2024-10-24,2024-11-16,HONORE,GUICHET,
3942,807,16,Naissance,2023-08-17,2023-09-15,HONORE,EN_LIGNE,
3943,1904,13,Urbanisme,2024-11-11,2024-12-08,EN_ATTENTE,EN_LIGNE,
3944,2662,1,Rendez-vous social,2023-05-25,2023-06-02,EN_ATTENTE,GUICHET,
3945,1095,1,Urbanisme,2025-08-16,2025-08-28,CONFIRME,EN_LIGNE,
3946,453,1,Passeport,2023-03-17,2023-03-24,EN_ATTENTE,EN_LIGNE,
3947,1246,5,Etat civil,2023-08-18,2023-08-18,ANNULE,EN_LIGNE,
3948,1040,10,Etat civil,2024-10-08,2024-10-10,ANNULE,TELEPHONE,
3949,2997,10,Naissance,2023-06-11,2023-07-07,EN_ATTENTE,GUICHET,
3950,2509,12,Passeport,2024-11-07,2024-11-23,EN_ATTENTE,EN_LIGNE,
3951,2652,8,Carte d'identité,2024-03-30,2024-04-09,CONFIRME,EN_LIGNE,
3952,2463,8,Rendez-vous social,2023-07-12,2023-07-30,CONFIRME,GUICHET,
3953,550,5,Rendez-vous social,2023-11-17,2023-11-28,ANNULE,EN_LIGNE,
3954,1136,16,Rendez-vous social,2023-12-09,2023-12-14,HONORE,TELEPHONE,
3955,427,8,Mariage,2023-07-13,2023-07-23,CONFIRME,TELEPHONE,
3956,2761,15,Rendez-vous social,2024-02-12,2024-02-29,ANNULE,GUICHET,
3957,554,9,Etat civil,2024-04-23,2024-05-02,EN_ATTENTE,EN_LIGNE,
3958,2819,6,Naissance,2024-12-28,2024-12-28,ANNULE,GUICHET,
3959,1103,13,Naissance,2025-07-17,2025-07-28,EN_ATTENTE,TELEPHONE,
3960,598,16,Naissance,2025-10-19,2025-11-12,CONFIRME,EN_LIGNE,
3961,2368,4,Urbanisme,2024-02-21,2024-03-04,HONORE,GUICHET,
3962,1361,14,Carte d'identité,2024-06-13,2024-06-21,CONFIRME,EN_LIGNE,
3963,128,3,Naissance,2025-01-23,2025-01-23,CONFIRME,GUICHET,
3964,748,9,Etat civil,2024-05-02,2024-05-20,CONFIRME,EN_LIGNE,
3965,2758,8,Rendez-vous social,2024-09-25,2024-10-07,HONORE,TELEPHONE,
